"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生","縣市名稱","體系別" 
112,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,M 碩士,53,17,36,3,14,13,17,1,5,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04141024,國際經營與貿易學系,D 日,B 學士,755,232,523,46,120,58,126,60,131,56,130,0,0,0,0,0,0,12,16,19 臺中市,1 一般
112,1007,逢甲大學,04141024,國際經營與貿易學系國際企業管理全英語學士班,D 日,B 學士,54,20,34,0,0,0,0,0,0,17,31,0,0,0,0,0,0,3,3,19 臺中市,1 一般
112,1007,逢甲大學,04143033,行銷學系全球行銷碩士班,D 日,M 碩士,39,16,23,9,10,6,8,1,5,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04143033,行銷學系,D 日,B 學士,548,158,390,35,83,33,99,48,95,31,109,0,0,0,0,0,0,11,4,19 臺中市,1 一般
112,1007,逢甲大學,04191014,商學博士學位學程,D 日,D 博士,115,77,38,12,8,13,6,16,5,15,7,4,1,6,7,11,4,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04191014,澳洲昆士蘭大學商學雙學士學位學程,D 日,B 學士,30,16,14,9,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04191014,商學進修學士學位學程,P 進,B 學士,391,208,183,29,24,65,28,47,62,51,51,0,0,0,0,0,0,16,18,19 臺中市,1 一般
112,1007,逢甲大學,04191014,商學進修學士班,P 進,B 學士,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19 臺中市,1 一般
112,1007,逢甲大學,04191016,商學專業碩士在職學位學程,N 職,M 碩士,76,29,47,11,22,10,22,2,1,4,1,0,1,2,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04199035,澳洲墨爾本皇家理工大學商學與創新雙學士學位學程,D 日,B 學士,90,47,43,15,14,10,15,9,3,10,10,0,0,0,0,0,0,3,1,19 臺中市,1 一般
112,1007,逢甲大學,04199037,建設學院專案管理碩士在職專班,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04199037,專案管理碩士在職學位學程,N 職,M 碩士,77,38,39,16,17,16,13,3,2,1,4,1,3,1,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04199092,美國加州聖荷西州立大學商學大數據分析雙學士學位學程,D 日,B 學士,103,60,43,15,7,18,12,10,14,13,8,0,0,0,0,0,0,4,2,19 臺中市,1 一般
112,1007,逢甲大學,04199096,建設碩士在職學位學程,N 職,M 碩士,154,107,47,35,25,38,15,20,7,7,0,3,0,4,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04212038,財經法律研究所,D 日,M 碩士,57,26,31,6,8,6,7,10,11,4,5,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,04212038,財經法律研究所,N 職,M 碩士,76,40,36,14,11,6,6,7,5,5,8,5,4,3,2,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,05299119,學士後工程與科學學院淨零智慧永續學士班,D 日,B 學士,16,4,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,05411039,應用數學系,D 日,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,05411039,應用數學系,D 日,B 學士,367,276,91,63,23,67,19,55,26,74,21,0,0,0,0,0,0,17,2,19 臺中市,1 一般
112,1007,逢甲大學,05411114,數據科學碩士學位學程,D 日,M 碩士,25,20,5,10,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,05421040,統計學系統計與精算碩士班,D 日,M 碩士,36,20,16,12,7,8,8,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,05421040,統計學系,D 日,B 學士,419,231,188,57,45,61,47,49,43,52,47,0,0,0,0,0,0,12,6,19 臺中市,1 一般
112,1007,逢甲大學,06131048,資訊工程學系,D 日,D 博士,27,19,8,3,2,4,2,2,0,3,3,3,0,0,1,4,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,06131048,資訊工程學系,D 日,M 碩士,129,108,21,45,12,42,7,17,2,3,0,1,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,06131048,澳洲蒙納許大學資訊工程雙學士學位學程,D 日,B 學士,10,8,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,06131048,美國加州舊金山州立大學資訊工程雙學士學位學程,D 日,B 學士,59,44,15,10,4,16,6,12,1,6,4,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,06131048,資訊工程學系,D 日,B 學士,998,751,247,138,42,184,68,172,66,201,59,0,0,0,0,0,0,56,12,19 臺中市,1 一般
112,1007,逢甲大學,06131055,智慧聯網產業博士學位學程,D 日,D 博士,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,06134115,人工智慧技術與應用學士學位學程,D 日,B 學士,157,113,44,36,15,37,21,40,8,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07111068,化學工程學系,D 日,D 博士,9,6,3,1,1,2,1,1,0,0,1,0,0,1,0,1,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07111068,化學工程學系,D 日,M 碩士,82,42,40,21,18,21,21,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07111068,化學工程學系,D 日,B 學士,488,277,211,68,44,64,57,71,52,64,55,0,0,0,0,0,0,10,3,19 臺中市,1 一般
112,1007,逢甲大學,07112069,材料科學與工程學系,D 日,D 博士,9,8,1,2,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07112069,材料科學與工程學系,D 日,M 碩士,78,56,22,23,14,23,8,7,0,3,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07112069,材料科學與工程學系,D 日,B 學士,542,338,204,85,34,88,60,90,55,66,55,0,0,0,0,0,0,9,0,19 臺中市,1 一般
112,1007,逢甲大學,07121075,環境工程與科學學系,D 日,D 博士,12,7,5,1,0,1,1,1,1,1,3,2,0,1,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07121075,環境工程與科學學系,D 日,M 碩士,54,42,12,19,5,15,7,7,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07121075,環境工程與科學學系,D 日,B 學士,412,233,179,57,43,53,40,60,44,45,47,0,0,0,0,0,0,18,5,19 臺中市,1 一般
112,1007,逢甲大學,07122077,水利工程與資源保育學系,D 日,M 碩士,18,15,3,12,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07122077,水利工程與資源保育學系,D 日,B 學士,343,249,94,68,18,58,24,54,25,62,26,0,0,0,0,0,0,7,1,19 臺中市,1 一般
112,1007,逢甲大學,07132079,綠色能源科技碩士學位學程,D 日,M 碩士,25,19,6,7,4,9,2,3,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141044,電機工程學系,D 日,M 碩士,68,66,2,30,1,30,1,5,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141044,電機工程學系,D 日,B 學士,564,482,82,100,13,130,21,108,18,123,27,0,0,0,0,0,0,21,3,19 臺中市,1 一般
112,1007,逢甲大學,07141045,電機與通訊工程博士學位學程,D 日,D 博士,30,25,5,4,1,4,2,4,0,4,0,4,1,3,0,2,1,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141046,電子工程學系,D 日,M 碩士,88,78,10,33,7,32,3,10,0,3,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141046,電子工程學系,D 日,B 學士,674,536,138,87,31,154,42,160,33,115,30,0,0,0,0,0,0,20,2,19 臺中市,1 一般
112,1007,逢甲大學,07141050,通訊工程學系,D 日,M 碩士,65,47,18,20,9,21,7,5,1,1,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141050,通訊工程學系,D 日,B 學士,534,402,132,87,30,93,36,99,34,93,28,0,0,0,0,0,0,30,4,19 臺中市,1 一般
112,1007,逢甲大學,07141052,自動控制工程學系,D 日,M 碩士,54,44,10,19,7,17,3,7,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141052,自動控制工程學系,D 日,B 學士,541,441,100,101,20,102,28,104,29,108,19,0,0,0,0,0,0,26,4,19 臺中市,1 一般
112,1007,逢甲大學,07141053,資訊電機工程碩士在職學位學程,N 職,M 碩士,102,95,7,34,2,28,3,18,2,6,0,8,0,1,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141056,資訊電機學院學士班,D 日,B 學士,116,97,19,97,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141095,美國普渡大學電機資訊雙學士學位學程,D 日,B 學士,79,62,17,16,5,13,5,8,5,17,2,0,0,0,0,0,0,8,0,19 臺中市,1 一般
112,1007,逢甲大學,07141101,光電科學與工程學系,D 日,M 碩士,46,42,4,25,1,11,3,5,0,1,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07141101,光電科學與工程學系,D 日,B 學士,466,382,84,82,28,95,28,95,14,95,13,0,0,0,0,0,0,15,1,19 臺中市,1 一般
112,1007,逢甲大學,07141107,美國加州聖荷西州立大學電機工程雙學士學位學程,D 日,B 學士,73,62,11,18,4,16,4,18,2,10,0,0,0,0,0,0,0,0,1,19 臺中市,1 一般
112,1007,逢甲大學,07141112,資通訊與電控產業碩士專班,D 日,M 碩士,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07151060,機械與航空工程博士學位學程,D 日,D 博士,37,32,5,4,0,5,3,7,0,5,0,4,2,1,0,6,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07151061,機械與電腦輔助工程學系機械工程碩士班,D 日,M 碩士,59,51,8,20,5,20,2,9,1,2,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07151061,機械與電腦輔助工程學系,D 日,B 學士,496,429,67,95,17,101,15,111,14,95,20,0,0,0,0,0,0,27,1,19 臺中市,1 一般
112,1007,逢甲大學,07151062,精密系統設計學士學位學程,D 日,B 學士,195,146,49,36,12,36,13,31,12,36,11,0,0,0,0,0,0,7,1,19 臺中市,1 一般
112,1007,逢甲大學,07162059,航太與系統工程學系,D 日,M 碩士,54,48,6,23,2,21,4,4,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07162059,航太與系統工程學系,D 日,B 學士,457,377,80,86,19,96,17,89,24,92,20,0,0,0,0,0,0,14,0,19 臺中市,1 一般
112,1007,逢甲大學,07162118,太空系統工程碩士學位學程,D 日,M 碩士,14,12,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,D 博士,17,14,3,3,1,3,1,3,0,1,0,0,0,1,1,3,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,M 碩士,45,32,13,13,6,14,6,5,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07191072,工業工程與系統管理學系,D 日,B 學士,421,253,168,55,44,71,35,61,46,62,43,0,0,0,0,0,0,4,0,19 臺中市,1 一般
112,1007,逢甲大學,07191072,工業工程與系統管理學系,N 職,M 碩士,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,D 博士,14,10,4,2,0,1,1,1,2,1,1,4,0,0,0,1,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,M 碩士,36,22,14,11,8,11,5,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07192074,纖維與複合材料學系,D 日,B 學士,236,177,59,40,12,33,5,35,23,57,14,0,0,0,0,0,0,12,5,19 臺中市,1 一般
112,1007,逢甲大學,07193078,生醫資訊暨生醫工程碩士學位學程,D 日,M 碩士,15,9,6,1,1,5,5,1,0,2,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07199080,電聲碩士學位學程,D 日,M 碩士,25,20,5,10,3,8,2,1,0,0,0,0,0,1,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07199098,智能製造與工程管理碩士在職學位學程,N 職,M 碩士,171,134,37,38,14,38,8,22,4,19,10,10,1,7,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07311007,室內設計學士學位學程,D 日,B 學士,51,24,27,0,0,0,0,12,11,7,10,0,0,0,0,0,0,5,6,19 臺中市,1 一般
112,1007,逢甲大學,07311081,建築碩士學位學程,D 日,M 碩士,53,30,23,12,10,9,6,7,5,2,2,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07311081,建築學士學位學程,D 日,B 學士,348,178,170,0,0,0,0,60,55,56,49,53,57,0,0,0,0,9,9,19 臺中市,1 一般
112,1007,逢甲大學,07311081,建築碩士在職學位學程,N 職,M 碩士,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07311083,建築專業學院學士班,D 日,B 學士,233,105,128,41,67,64,61,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07313087,都市計畫與空間資訊學系,D 日,M 碩士,36,19,17,7,10,7,6,5,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07313087,都市計畫與空間資訊學系,D 日,B 學士,378,192,186,54,44,50,49,38,48,40,43,0,0,0,0,0,0,10,2,19 臺中市,1 一般
112,1007,逢甲大學,07313087,都市計畫與空間資訊學系,N 職,M 碩士,4,3,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07321063,土木工程學系,D 日,M 碩士,31,24,7,15,6,3,1,4,0,2,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07321063,土木工程學系,D 日,B 學士,429,339,90,80,20,83,26,87,20,77,23,0,0,0,0,0,0,12,1,19 臺中市,1 一般
112,1007,逢甲大學,07321063,土木工程學系,N 職,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07321063,土木工程學系營建工程與管理進修學士班,P 進,B 學士,221,177,44,32,9,30,5,48,8,42,20,0,0,0,0,0,0,25,2,19 臺中市,1 一般
112,1007,逢甲大學,07399102,智慧城市碩士學位學程,D 日,M 碩士,15,5,10,4,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,07399116,建設規劃與工程博士學位學程,D 日,D 博士,59,43,16,8,2,10,4,9,2,7,3,4,1,1,2,4,2,0,0,19 臺中市,1 一般
112,1007,逢甲大學,10411093,運輸與物流學系,D 日,M 碩士,41,24,17,10,7,5,7,4,2,5,1,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,10411093,運輸與物流學系,D 日,B 學士,451,232,219,73,38,52,57,51,56,49,63,0,0,0,0,0,0,7,5,19 臺中市,1 一般
112,1007,逢甲大學,99999094,全校國際生大一不分系學士班,D 日,B 學士,44,19,25,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1007,逢甲大學,99999108,國際雙學士學位學程,D 日,B 學士,43,21,22,0,0,0,0,12,13,6,5,0,0,0,0,0,0,3,4,19 臺中市,1 一般
112,1007,逢甲大學,99999117,社會創新暨永續碩士在職學位學程,N 職,M 碩士,23,13,10,11,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
112,1008,靜宜大學,01111001,教育研究所,D 日,M 碩士,35,2,33,1,11,0,12,1,8,0,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,01111001,教育研究所,N 職,M 碩士,75,13,62,4,16,3,20,4,13,1,6,1,2,0,5,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02299040,原住民族文化碩士學位學程,D 日,M 碩士,16,6,10,2,4,1,2,1,0,2,4,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02311004,英國語文學系,D 日,M 碩士,25,7,18,3,5,2,5,1,7,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02311004,英國語文學系,D 日,B 學士,360,123,237,21,30,19,41,36,64,32,79,0,0,0,0,0,0,15,23,06 臺中市,1 一般
112,1008,靜宜大學,02311005,西班牙語文學系,D 日,M 碩士,29,5,24,0,6,3,8,1,7,1,3,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02311005,西班牙語文學系,D 日,B 學士,310,59,251,7,31,17,45,15,70,14,76,0,0,0,0,0,0,6,29,06 臺中市,1 一般
112,1008,靜宜大學,02311006,日本語文學系,D 日,M 碩士,13,5,8,0,2,3,2,2,2,0,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02311006,日本語文學系,D 日,B 學士,605,244,361,50,67,59,73,53,80,51,86,0,0,0,0,0,0,31,55,06 臺中市,1 一般
112,1008,靜宜大學,02311007,寰宇外語教育學士學位學程,D 日,B 學士,135,32,103,12,23,6,24,7,19,6,26,0,0,0,0,0,0,1,11,06 臺中市,1 一般
112,1008,靜宜大學,02321002,台灣文學系,D 日,M 碩士,17,4,13,2,2,1,4,0,5,1,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02321002,台灣文學系,D 日,B 學士,192,58,134,9,18,17,39,14,34,14,34,0,0,0,0,0,0,4,9,06 臺中市,1 一般
112,1008,靜宜大學,02322003,中國文學系,D 日,M 碩士,17,4,13,1,2,2,3,0,5,1,3,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,02322003,中國文學系,D 日,B 學士,329,109,220,9,35,13,40,38,55,31,70,0,0,0,0,0,0,18,20,06 臺中市,1 一般
112,1008,靜宜大學,02322003,中國文學系,N 職,M 碩士,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,03141038,犯罪防治碩士學位學程,D 日,M 碩士,36,12,24,4,12,5,6,3,4,0,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,03141043,原住民族健康與社會福利博士學位學程,D 日,D 博士,18,10,8,3,4,4,2,3,2,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,03211008,大眾傳播學系,D 日,B 學士,303,81,222,16,58,23,59,15,48,19,48,0,0,0,0,0,0,8,9,06 臺中市,1 一般
112,1008,靜宜大學,04111011,會計學系,D 日,M 碩士,31,9,22,4,13,3,7,2,2,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04111011,會計學系,D 日,B 學士,542,158,384,22,79,46,76,39,109,39,110,0,0,0,0,0,0,12,10,06 臺中市,1 一般
112,1008,靜宜大學,04121019,財務金融學系,D 日,M 碩士,19,8,11,5,5,2,5,0,1,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04121019,財務金融學系,D 日,B 學士,644,263,381,56,72,58,87,72,100,55,104,0,0,0,0,0,0,22,18,06 臺中市,1 一般
112,1008,靜宜大學,04131010,寰宇管理碩士學位學程,D 日,M 碩士,84,42,42,21,16,4,7,12,8,5,11,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04131012,企業管理學系,D 日,M 碩士,21,6,15,3,8,1,5,1,2,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04131012,企業管理學系,D 日,B 學士,562,234,328,56,62,38,69,63,84,50,96,0,0,0,0,0,0,27,17,06 臺中市,1 一般
112,1008,靜宜大學,04131014,管理學院管理碩士在職專班柬埔寨境外專班,N 職,M 碩士,10,4,6,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04131014,管理碩士在職專班,N 職,M 碩士,141,66,75,28,32,22,29,8,8,5,6,1,0,2,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04131015,國際企業學系,D 日,M 碩士,19,6,13,4,8,1,3,1,2,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04131015,國際企業學系,D 日,B 學士,633,176,457,28,101,43,106,42,120,50,120,0,0,0,0,0,0,13,10,06 臺中市,1 一般
112,1008,靜宜大學,04131018,創新與創業管理碩士學位學程,D 日,M 碩士,9,3,6,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04191010,寰宇管理學士學位學程,D 日,B 學士,187,72,115,17,24,20,28,16,32,16,28,0,0,0,0,0,0,3,3,06 臺中市,1 一般
112,1008,靜宜大學,04211020,法律學系,D 日,M 碩士,32,18,14,6,2,4,5,4,3,4,4,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,04211020,法律學士學位學程原住民專班,D 日,B 學士,23,7,16,3,1,0,4,3,2,1,8,0,0,0,0,0,0,0,1,06 臺中市,1 一般
112,1008,靜宜大學,04211020,法律學系,D 日,B 學士,507,199,308,53,68,49,71,37,78,47,75,0,0,0,0,0,0,13,16,06 臺中市,1 一般
112,1008,靜宜大學,04211020,法律學系,N 職,M 碩士,34,18,16,2,1,2,8,4,2,5,2,1,1,4,2,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05191031,食品營養學系,D 日,D 博士,22,7,15,1,2,0,1,1,1,1,6,1,4,2,1,1,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05191031,食品營養學系,D 日,M 碩士,30,9,21,2,8,5,5,1,5,1,1,0,1,0,1,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05191031,食品營養學系,D 日,B 學士,365,98,267,29,53,15,53,23,79,25,75,0,0,0,0,0,0,6,7,06 臺中市,1 一般
112,1008,靜宜大學,05211021,生態人文學系,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05212021,生態人文學系,D 日,B 學士,197,92,105,19,19,13,22,19,34,26,25,0,0,0,0,0,0,15,5,06 臺中市,1 一般
112,1008,靜宜大學,05311023,應用化學系,D 日,D 博士,9,3,6,0,0,0,1,0,1,0,0,0,1,0,0,3,3,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05311023,應用化學系,D 日,M 碩士,20,16,4,6,1,7,2,2,0,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05311023,應用化學系,D 日,B 學士,389,195,194,47,42,45,44,53,43,41,57,0,0,0,0,0,0,9,8,06 臺中市,1 一般
112,1008,靜宜大學,05499036,財務工程學系,D 日,M 碩士,15,7,8,3,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,05499036,財務工程學系,D 日,B 學士,213,130,83,44,30,22,16,31,15,24,20,0,0,0,0,0,0,9,2,06 臺中市,1 一般
112,1008,靜宜大學,05499037,資料科學暨大數據分析與應用學系,D 日,B 學士,343,212,131,55,28,45,26,49,37,57,35,0,0,0,0,0,0,6,5,06 臺中市,1 一般
112,1008,靜宜大學,06131027,資訊管理學系,D 日,M 碩士,16,13,3,8,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,06131027,資訊管理學系,D 日,B 學士,430,271,159,45,35,51,41,84,32,78,46,0,0,0,0,0,0,13,5,06 臺中市,1 一般
112,1008,靜宜大學,06132009,資訊傳播工程學系,D 日,M 碩士,11,6,5,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,06132009,資訊傳播工程學系,D 日,B 學士,426,263,163,43,27,52,47,81,39,70,38,0,0,0,0,0,0,17,12,06 臺中市,1 一般
112,1008,靜宜大學,06134028,資訊學院資訊應用與科技管理碩士在職專班,N 職,M 碩士,8,5,3,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,07141030,資訊工程學系,D 日,M 碩士,20,19,1,9,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,07141030,資訊工程學系,D 日,B 學士,527,412,115,87,36,103,16,98,26,103,29,0,0,0,0,0,0,21,8,06 臺中市,1 一般
112,1008,靜宜大學,07141042,國際資訊學士學位學程,D 日,B 學士,25,19,6,6,0,8,1,5,5,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09161035,化粧品科學系,D 日,D 博士,12,5,7,1,1,0,0,2,0,0,3,0,1,1,1,1,1,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09161035,化粧品科學系,D 日,M 碩士,36,7,29,1,12,3,11,3,3,0,3,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09161035,化粧品科學系,D 日,B 學士,433,52,381,15,78,7,74,12,105,16,102,0,0,0,0,0,0,2,22,06 臺中市,1 一般
112,1008,靜宜大學,09161035,化粧品科學系,N 職,M 碩士,29,13,16,4,5,4,3,3,1,2,1,0,1,0,5,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,D 日,M 碩士,39,9,30,2,10,3,7,2,8,2,5,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,D 日,B 學士,509,97,412,21,83,17,90,19,110,32,118,0,0,0,0,0,0,8,11,06 臺中市,1 一般
112,1008,靜宜大學,09231032,社會工作與兒童少年福利學系,N 職,M 碩士,36,7,29,4,11,1,6,0,5,2,4,0,1,0,2,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,09231041,健康照顧社會工作學士學位學程原住民專班,D 日,B 學士,72,20,52,10,10,5,8,1,11,3,18,0,0,0,0,0,0,1,5,06 臺中市,1 一般
112,1008,靜宜大學,09299039,社會企業與文化創意碩士學位學程,D 日,M 碩士,63,18,45,5,17,3,13,4,9,3,5,3,0,0,1,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,10151034,觀光事業學系,D 日,M 碩士,24,7,17,1,4,2,6,2,6,2,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1008,靜宜大學,10151034,觀光事業學系,D 日,B 學士,611,217,394,34,70,50,79,53,113,68,110,0,0,0,0,0,0,12,22,06 臺中市,1 一般
