"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生","縣市名稱","體系別" 
112,0003,國立臺灣大學,05411059,數學系,D 日,D 博士,16,16,0,2,0,4,0,3,0,3,0,3,0,0,0,1,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,05411059,數學系,D 日,M 碩士,42,41,1,16,0,16,1,7,0,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,05411059,數學系,D 日,B 學士,201,177,24,41,6,43,5,40,6,37,4,0,0,0,0,0,0,16,3,30 臺北市,1 一般
112,0003,國立臺灣大學,05421060,統計碩士學位學程,D 日,M 碩士,37,23,14,11,6,8,7,2,1,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,05421168,統計與數據科學研究所,D 日,M 碩士,30,19,11,9,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,05421176,健康數據拓析統計研究所,D 日,M 碩士,20,8,12,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,05499061,應用數學科學研究所,D 日,M 碩士,21,14,7,3,2,8,4,2,0,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131062,資訊管理學系,D 日,D 博士,19,16,3,2,0,5,0,3,1,3,1,2,0,1,0,0,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131062,資訊管理學系,D 日,M 碩士,140,71,69,30,28,29,31,7,7,5,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131062,資訊管理學系,D 日,B 學士,245,164,81,40,24,42,17,33,15,35,21,0,0,0,0,0,0,14,4,30 臺北市,1 一般
112,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,D 日,D 博士,44,35,9,5,2,7,1,4,2,7,1,5,2,1,1,6,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,D 日,M 碩士,134,102,32,40,10,40,16,17,6,5,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131067,資訊工程學系,D 日,D 博士,115,101,14,16,5,14,2,19,2,18,3,14,0,7,1,13,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131067,資訊工程學系人工智慧碩士班,D 日,M 碩士,37,26,11,8,6,13,3,5,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131067,資訊工程學系,D 日,M 碩士,383,327,56,143,22,129,28,36,5,19,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131067,資訊工程學系,D 日,B 學士,616,512,104,120,26,137,20,106,23,110,27,0,0,0,0,0,0,39,8,30 臺北市,1 一般
112,0003,國立臺灣大學,06131067,資訊工程學系,N 職,M 碩士,21,19,2,7,0,6,2,2,0,2,0,1,0,1,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131081,生醫電子與資訊學研究所,D 日,D 博士,71,54,17,8,1,10,3,8,4,10,1,5,3,3,3,10,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131081,生醫電子與資訊學研究所,D 日,M 碩士,152,106,46,44,20,37,15,16,10,9,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131158,資料科學博士學位學程,D 日,D 博士,19,14,5,3,1,3,1,3,1,3,2,1,0,1,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06131158,資料科學碩士學位學程,D 日,M 碩士,42,25,17,10,4,9,11,5,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,06199169,智慧聯網國際研究生博士學位學程,D 日,D 博士,11,10,1,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07111076,化學工程學系,D 日,D 博士,85,66,19,15,4,15,7,14,7,10,1,7,0,2,0,3,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07111076,化學工程學系,D 日,M 碩士,269,192,77,87,39,91,37,14,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07111076,化學工程學系,D 日,B 學士,464,330,134,98,25,79,31,75,30,62,40,0,0,0,0,0,0,16,8,30 臺北市,1 一般
112,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,D 日,D 博士,30,20,10,0,2,4,0,5,2,2,2,2,3,2,0,5,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07111077,高分子科學與工程學研究所,D 日,M 碩士,69,43,26,20,13,17,11,6,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07111165,永續化學科技國際研究生博士學位學程,D 日,D 博士,18,14,4,7,1,5,1,2,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07112078,材料科學與工程學系,D 日,D 博士,82,63,19,15,3,12,3,14,7,11,5,6,0,2,1,3,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07112078,材料科學與工程學系,D 日,M 碩士,165,105,60,53,30,47,25,5,5,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07112078,材料科學與工程學系國際應用材料工程碩士班,D 日,M 碩士,34,24,10,9,6,13,2,2,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07112078,材料科學與工程學系,D 日,B 學士,204,164,40,40,14,34,9,43,7,42,8,0,0,0,0,0,0,5,2,30 臺北市,1 一般
112,0003,國立臺灣大學,07112084,綠色永續材料與精密元件博士學位學程,D 日,D 博士,5,5,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07112154,分子科學與技術國際研究生博士學位學程,D 日,D 博士,32,25,7,4,0,5,1,4,2,6,2,5,1,1,1,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07121080,環境工程學研究所,D 日,D 博士,53,26,27,5,5,3,7,4,6,4,4,2,2,4,0,4,3,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07121080,環境工程學研究所,D 日,M 碩士,132,77,55,32,26,32,25,10,3,3,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07121080,環境工程學研究所,N 職,M 碩士,16,9,7,1,5,5,2,1,0,0,0,0,0,2,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141064,電機工程學系,D 日,D 博士,89,82,7,15,1,19,1,13,1,10,2,7,0,6,2,12,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141064,電機工程學系,D 日,M 碩士,227,179,48,75,23,78,18,17,6,9,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141064,電機工程學系資訊安全碩士班,D 日,M 碩士,60,46,14,21,7,16,5,7,2,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141064,電機工程學系,D 日,B 學士,853,748,105,164,16,183,23,186,21,161,38,0,0,0,0,0,0,54,7,30 臺北市,1 一般
112,0003,國立臺灣大學,07141065,電子工程學研究所,D 日,D 博士,101,93,8,12,1,9,3,25,1,13,0,16,2,8,0,10,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141065,電子工程學研究所,D 日,M 碩士,452,375,77,129,26,131,35,78,11,37,5,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141066,光電工程學研究所,D 日,D 博士,56,49,7,10,1,11,1,11,2,9,2,2,0,2,0,4,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141066,光電工程學研究所,D 日,M 碩士,299,238,61,85,32,81,18,56,9,16,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141068,電信工程學研究所,D 日,D 博士,75,69,6,11,3,11,0,10,1,6,1,16,1,6,0,9,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141068,電信工程學研究所產學研發博士班,D 日,D 博士,32,31,1,9,1,12,0,4,0,6,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141068,電信工程學研究所,D 日,M 碩士,383,320,63,124,23,116,29,52,11,28,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07141068,電信工程學研究所智慧科技與資訊安全碩士在職專班,N 職,M 碩士,25,21,4,4,0,6,4,6,0,4,0,1,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151069,機械工程學系,D 日,D 博士,105,92,13,14,1,13,4,16,2,16,3,15,1,5,1,13,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151069,機械工程學系,D 日,M 碩士,509,422,87,179,39,179,37,49,10,15,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151069,機械工程學系,D 日,B 學士,617,491,126,126,33,114,39,124,28,94,23,0,0,0,0,0,0,33,3,30 臺北市,1 一般
112,0003,國立臺灣大學,07151071,應用力學研究所,D 日,D 博士,32,28,4,6,0,4,2,8,2,6,0,2,0,0,0,2,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151071,應用力學研究所,D 日,M 碩士,204,183,21,80,12,85,9,18,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,D 日,D 博士,45,42,3,9,0,8,2,8,0,5,1,6,0,2,0,4,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,D 日,M 碩士,222,168,54,69,21,62,23,28,10,9,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,D 日,B 學士,221,181,40,38,12,50,14,39,9,43,4,0,0,0,0,0,0,11,1,30 臺北市,1 一般
112,0003,國立臺灣大學,07151161,生物機電工程學系,D 日,D 博士,30,24,6,5,2,3,1,4,2,5,0,2,0,1,1,4,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151161,生物機電工程學系,D 日,M 碩士,114,91,23,36,14,45,7,8,2,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07151161,生物機電工程學系,D 日,B 學士,195,148,47,34,13,36,12,39,13,32,8,0,0,0,0,0,0,7,1,30 臺北市,1 一般
112,0003,國立臺灣大學,07151180,智慧工程科技全英語學士學位學程,D 日,B 學士,21,12,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07191079,工業工程學研究所,D 日,D 博士,17,13,4,4,1,3,1,0,1,0,1,1,0,1,0,4,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07191079,工業工程學研究所,D 日,M 碩士,70,42,28,19,10,14,13,6,4,3,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07191079,工業工程學研究所,N 職,M 碩士,39,25,14,15,4,10,9,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07193083,醫學工程學系,D 日,D 博士,96,73,23,14,5,10,6,16,2,10,3,9,3,7,1,7,3,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07193083,醫學工程學系,D 日,M 碩士,124,53,71,24,33,21,35,4,0,4,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07193083,醫學工程學系,D 日,B 學士,93,58,35,16,8,15,7,10,11,13,7,0,0,0,0,0,0,4,2,30 臺北市,1 一般
112,0003,國立臺灣大學,07211099,食品科技研究所,D 日,D 博士,29,12,17,3,6,3,2,1,6,2,2,1,0,0,0,2,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07211099,食品科技研究所,D 日,M 碩士,92,21,71,9,29,8,34,4,6,0,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07313086,建築與城鄉研究所,D 日,D 博士,21,16,5,3,1,1,1,4,0,2,2,0,0,1,1,5,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07313086,建築與城鄉研究所,D 日,M 碩士,141,61,80,16,12,15,24,11,15,19,29,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321074,土木工程學系,D 日,D 博士,160,131,29,22,6,20,7,21,6,24,3,16,2,5,1,23,4,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321074,土木工程學系,D 日,M 碩士,414,302,112,126,57,137,45,34,4,5,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321074,土木工程學系,D 日,B 學士,471,355,116,80,31,99,35,78,25,63,24,0,0,0,0,0,0,35,1,30 臺北市,1 一般
112,0003,國立臺灣大學,07321074,土木工程學系,N 職,M 碩士,56,42,14,14,5,13,6,14,2,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321075,生物環境系統工程學系,D 日,D 博士,27,19,8,4,2,5,3,2,2,4,0,1,1,0,0,3,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321075,生物環境系統工程學系,D 日,M 碩士,71,42,29,13,16,23,7,5,3,1,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,07321075,生物環境系統工程學系,D 日,B 學士,202,137,65,30,12,30,21,33,9,31,15,0,0,0,0,0,0,13,8,30 臺北市,1 一般
112,0003,國立臺灣大學,08111087,農藝學系,D 日,D 博士,12,8,4,1,0,1,2,4,0,0,1,0,0,1,1,1,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08111087,農藝學系,D 日,M 碩士,70,35,35,10,19,15,12,7,4,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08111087,農藝學系,D 日,B 學士,133,65,68,10,19,16,18,14,16,16,12,0,0,0,0,0,0,9,3,30 臺北市,1 一般
112,0003,國立臺灣大學,08112089,動物科學技術學系,D 日,D 博士,14,9,5,1,2,3,1,0,0,2,1,1,1,0,0,2,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08112089,動物科學技術學系,D 日,M 碩士,60,16,44,4,20,10,19,1,5,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08112089,動物科學技術學系,D 日,B 學士,149,70,79,12,19,18,18,13,18,18,13,0,0,0,0,0,0,9,11,30 臺北市,1 一般
112,0003,國立臺灣大學,08121091,園藝暨景觀學系,D 日,D 博士,35,17,18,2,1,1,2,5,3,2,7,1,0,3,3,3,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08121091,園藝暨景觀學系,D 日,M 碩士,129,52,77,16,37,19,24,13,14,4,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08121091,園藝暨景觀學系,D 日,B 學士,201,75,126,17,32,16,34,15,32,20,17,0,0,0,0,0,0,7,11,30 臺北市,1 一般
112,0003,國立臺灣大學,08191100,農業化學系,D 日,D 博士,26,12,14,3,3,2,2,2,2,0,4,1,1,1,1,3,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08191100,農業化學系,D 日,M 碩士,59,34,25,13,12,11,10,7,3,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08191100,農業化學系,D 日,B 學士,182,99,83,23,21,20,22,27,20,23,16,0,0,0,0,0,0,6,4,30 臺北市,1 一般
112,0003,國立臺灣大學,08192164,全球農業科技與基因體科學碩士學位學程,D 日,M 碩士,15,8,7,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193096,農業經濟學系,D 日,D 博士,9,6,3,0,2,3,0,1,1,0,0,2,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193096,農業經濟學系,D 日,M 碩士,93,51,42,19,18,19,18,10,4,3,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193096,農業經濟學系,D 日,B 學士,186,89,97,29,24,21,32,19,21,14,13,0,0,0,0,0,0,6,7,30 臺北市,1 一般
112,0003,國立臺灣大學,08193096,農業經濟學系,N 職,M 碩士,63,38,25,17,10,19,12,1,2,1,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,D 日,D 博士,18,7,11,1,1,1,3,1,2,0,0,2,1,1,2,1,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,D 日,M 碩士,33,11,22,5,5,4,8,0,8,2,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,D 日,B 學士,266,77,189,19,35,12,46,15,47,18,39,0,0,0,0,0,0,13,22,30 臺北市,1 一般
112,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,N 職,M 碩士,35,25,10,13,7,9,2,1,0,2,0,0,1,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08194094,植物病理與微生物學系,D 日,D 博士,8,6,2,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08194094,植物病理與微生物學系,D 日,M 碩士,50,24,26,10,11,6,9,7,5,1,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08194094,植物病理與微生物學系,D 日,B 學士,123,52,71,11,22,12,19,10,15,14,11,0,0,0,0,0,0,5,4,30 臺北市,1 一般
112,0003,國立臺灣大學,08194095,植物醫學碩士學位學程,D 日,M 碩士,33,25,8,5,3,9,3,8,2,3,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08211102,森林環境暨資源學系,D 日,D 博士,26,18,8,4,5,1,0,3,0,4,1,3,0,2,0,1,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08211102,森林環境暨資源學系,D 日,M 碩士,123,71,52,26,23,23,14,11,9,11,6,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08211102,森林環境暨資源學系,D 日,B 學士,271,143,128,45,35,35,32,20,23,29,29,0,0,0,0,0,0,14,9,30 臺北市,1 一般
112,0003,國立臺灣大學,08311103,漁業科學研究所,D 日,D 博士,24,17,7,3,0,2,1,4,1,5,1,1,2,0,2,2,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08311103,漁業科學研究所,D 日,M 碩士,43,27,16,15,2,7,11,4,3,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08411104,獸醫學系,D 日,D 博士,24,9,15,3,2,1,4,1,2,2,1,1,1,0,4,1,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08411104,獸醫學系,D 日,M 碩士,37,11,26,3,12,5,11,3,3,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08411104,獸醫學系,D 日,B 學士,360,132,228,23,38,26,41,34,43,22,42,18,55,0,0,0,0,9,9,30 臺北市,1 一般
112,0003,國立臺灣大學,08411105,臨床動物醫學研究所,D 日,M 碩士,36,15,21,8,8,5,6,2,7,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,08411106,分子暨比較病理生物學研究所,D 日,M 碩士,20,8,12,4,4,2,7,2,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111137,牙醫學系,D 日,B 學士,218,140,78,25,10,25,10,21,12,21,9,20,21,25,13,0,0,3,3,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,D 日,D 博士,19,9,10,1,2,1,1,1,4,2,0,1,2,0,0,3,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,D 日,M 碩士,56,28,28,8,12,8,8,11,8,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111138,臨床牙醫學研究所,N 職,M 碩士,13,5,8,2,3,1,0,1,3,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111139,口腔生物科學研究所,D 日,D 博士,13,6,7,1,0,0,1,1,1,2,0,0,2,2,1,0,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09111139,口腔生物科學研究所,D 日,M 碩士,30,6,24,0,10,1,7,2,4,3,3,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121048,微生物學研究所,D 日,D 博士,16,4,12,0,0,0,3,1,4,2,1,0,2,0,0,1,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121048,微生物學研究所,D 日,M 碩士,71,25,46,11,18,11,25,2,3,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121107,醫學系,D 日,B 學士,901,662,239,108,43,96,46,113,25,108,40,110,34,109,43,0,0,18,8,30 臺北市,1 一般
112,0003,國立臺灣大學,09121107,醫學系七年制,D 日,B 學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121108,臨床醫學研究所,D 日,D 博士,132,80,52,13,6,9,7,12,6,10,10,13,5,6,9,17,9,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121108,臨床醫學研究所,N 職,M 碩士,72,31,41,6,19,20,16,3,4,2,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,D 日,D 博士,15,9,6,2,0,0,0,3,2,0,2,2,1,1,1,1,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,D 日,M 碩士,32,12,20,6,8,6,10,0,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121109,分子醫學研究所,N 職,M 碩士,28,7,21,2,10,1,9,2,2,2,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121110,免疫學研究所,D 日,D 博士,11,3,8,1,2,1,0,0,1,1,2,0,0,0,2,0,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121110,免疫學研究所,D 日,M 碩士,25,11,14,4,8,6,6,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121111,生理學研究所,D 日,D 博士,18,7,11,2,2,3,2,0,2,1,2,0,2,0,0,1,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121111,生理學研究所,D 日,M 碩士,39,13,26,6,8,5,10,1,8,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121112,病理學研究所,D 日,D 博士,9,5,4,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121112,病理學研究所,D 日,M 碩士,11,0,11,0,4,0,6,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,D 日,D 博士,21,10,11,2,2,0,1,1,1,2,3,1,2,3,1,1,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,D 日,M 碩士,23,8,15,4,8,3,5,0,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121118,腫瘤醫學研究所,D 日,D 博士,17,14,3,3,0,1,0,2,0,0,1,1,1,2,1,5,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121119,轉譯醫學博士學位學程,D 日,D 博士,5,4,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,D 日,D 博士,15,9,6,2,2,2,1,1,1,1,1,1,0,2,0,0,1,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121120,基因體暨蛋白體醫學研究所,D 日,M 碩士,21,8,13,4,6,3,6,1,0,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121121,醫學教育暨生醫倫理研究所,D 日,M 碩士,16,4,12,3,2,0,5,1,4,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121130,藥理學研究所,D 日,D 博士,28,20,8,2,2,4,1,5,2,4,0,1,2,2,1,2,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121130,藥理學研究所,D 日,M 碩士,41,12,29,3,16,9,11,0,1,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121140,法醫學研究所,D 日,M 碩士,23,7,16,0,3,3,3,1,3,3,7,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09121142,腦與心智科學研究所,D 日,M 碩士,34,10,24,4,7,2,9,3,6,1,2,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,D 博士,50,5,45,1,4,0,8,2,8,1,7,0,9,1,2,0,7,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,M 碩士,96,13,83,6,24,4,27,2,19,1,13,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,護理學系,D 日,B 學士,171,48,123,18,24,4,37,15,28,7,24,0,0,0,0,0,0,4,10,30 臺北市,1 一般
112,0003,國立臺灣大學,09131134,學士後護理學系,D 日,B 學士,80,12,68,3,24,6,18,3,23,0,0,0,0,0,0,0,0,0,3,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,D 博士,16,4,12,0,1,1,1,1,4,1,1,1,2,0,1,0,2,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,M 碩士,52,16,36,4,22,11,12,0,2,1,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,B 學士,148,46,102,10,26,16,25,14,19,5,27,0,0,0,0,0,0,1,5,30 臺北市,1 一般
112,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,D 日,D 博士,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09141143,醫療器材與醫學影像研究所,D 日,M 碩士,19,8,11,4,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,D 博士,18,14,4,1,0,1,0,4,2,2,0,2,2,1,0,3,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,M 碩士,36,15,21,4,12,8,5,3,3,0,1,0,0,0,0,0,0,0,0,30 臺北市,1 一般
112,0003,國立臺灣大學,09151132,物理治療學系,D 日,B 學士,202,102,100,19,16,22,22,19,19,15,21,8,8,17,13,0,0,2,1,30 臺北市,1 一般
